,id,lang,text,negative,positive,neutral
2393,1623236877099880449,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2394,1623236825279254528,EN,"RT @WnSavior: To throw fuel on the @netflix fire, The Order data team expands the promo story. Because of our love for Uncle Simon and good…",-1,3,1
2395,1623236795117846528,EN,RT @CEHaddadNP: Hey @netflix if #ALS is the most paid for why did 33 of my family die from it? Jonah Hill made this comment in poor taste.…,-2,2,-1
2396,1623236788834930689,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2398,1623236700922347522,EN,RT @Leah_WarriorNun: Yo @netflix / #TedSarandos you guys really did yourselves dirty in that article!! Did you somehow think it would help…,-3,1,-1
2399,1623236691757797377,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
2400,1623236689954226176,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2401,1623236620576251905,EN,"RT @tn_ajith: Tomo going to be biggest celebration day for all #Ajithkumar sir fans &amp; #Thunivu movie lovers 🥰😎

12am - Online streaming in…",-1,4,1
2402,1623236619452178435,EN,@OwaisKh17489014 @netflix @JamesGunn @wbd I absolutely couldn't agree more. And hundreds of thousands of fans are behind @ZackSnyder #SellSnyderVerseToNetflix #SellZSJLtoNetflix let's let the man finish his incredible story and join him on the journey,-1,1,0
2403,1623236608903487488,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
2404,1623236600413970433,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2405,1623236596681043970,EN,RT @icameisawiTV: Hello @netflix still ignoring the fact that #WarriorNun is 1 of 2 originals that actually went up in postive reviews seas…,-1,1,0
2406,1623236592822284288,EN,@BridgeGeekdoms @RobertMenn @JamesGunn @DCComics @netflix Netflix'd cancel everything after 2 years anyway.,-2,1,-1
2408,1623236580767932421,EN,@DammitAlej @netflix Original is still better tho imo,-1,1,0
2409,1623236535897272321,EN,RT @netflix: Talent clearly runs in the Holland family https://t.co/fXWWyU8Vlf,-1,2,1
2411,1623236500765696001,EN,"The start                         The finish

#glassonionaknivesoutmystery @KnivesOut @netflix @JanelleMonae https://t.co/Fu3tkHa8nN",-1,1,0
2412,1623236493513981952,EN,"RT @hayanxstalgia: another reason why avatrice is so special @netflix

NETFLIX BRING BACK OCS #SaveWarriorNun #WarriorNun https://t.co/N1Md…",-1,2,1
2413,1623236459011383303,EN,"RT @MichyKat: I'm still not over this. It's true. So many of my friends hadn't even heard of Warrior Nun and now that they watched it, they…",-1,2,1
2414,1623236394289332224,EN,RT @OwaisKh17489014: #SellSnyderVerseToNetflix #SellZSJLtoNetflix #RestoreTheSnyderVerse #FireJamesGunnAndPeterSafran #Constantine2 #HenryC…,-1,1,0
2415,1623236391135059969,EN,"@RobertMenn @BridgeGeekdoms @JamesGunn @DCComics @netflix They'll watch or won't.  There's honestly not enough of them - of trufen in general - for their box office to be worth courting, no matter what said fandom(s) would like to think.  We dance like monkeys and make the PR people happy, and at the end of the day it's still business.",-1,2,1
2416,1623236358742626305,EN,"RT @MrVikneswaran: First #Thala #AjithKumar movie on @netflix 🔥🔥🔥. #AK #Thunivu #NoGutsNoGlory.😎

#ThunivuOnNetflix #ThunivuPongalWinner @N…",-1,1,0
2417,1623236335963353088,EN,"RT @ihateeatingrice: Hey @netflix you've got mail!!
We Malaysians are kinda a bit lambat to respond, but it's ""better late than never"". Sam…",-1,3,1
2418,1623236297543254016,EN,"RT @ihateeatingrice: Hey @netflix you've got mail!!
We Malaysians are kinda a bit lambat to respond, but it's ""better late than never"". Sam…",-1,3,1
2419,1623236281676488704,EN,RT @OwaisKh17489014: #SellSnyderVerseToNetflix #SellZSJLtoNetflix #RestoreTheSnyderVerse #FireJamesGunnAndPeterSafran #Constantine2 #HenryC…,-1,1,0
2420,1623236207500210177,EN,@netflix please don't turn a great app to a terrible app by turning on live tv options for thee Netflix app,-4,3,-1
2422,1623236178454671360,EN,"RT @JamesThompsonKS: LOOK AT THIS!!! 3 months in a row!!!!
JFC! Its not rocket science. #WarriorNun is a great show that critics and fans l…",-1,3,1
2423,1623236168870662144,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2424,1623236162965102592,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2425,1623236143935553537,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2426,1623236123253256193,EN,RT @SaveFirstKill: premiered #2 next to stranger things and stayed in the global top 10 for 3 weeks w/ over 100 million watch hours… it did…,-1,1,0
2427,1623236102567100416,EN,"RT @pinetreedan: @netflix 3rd season was kind of a flop to me?
Anyway, what truly deserves an ending is Inside Job
#saveinsidejob #renewins…",-1,2,1
2429,1623236077069934594,EN,"RT @Leah_WarriorNun: Bringing back some classic [Project Smiles] to help boost the tag! 

Wonder are @netflix sick of their view yet?! 👀😂…",-3,2,-1
2432,1623236033776087042,EN,RT @netflix: Four photos to remind you that Narcos = 30 episodes of Pedro Pascal https://t.co/MPLyGnw3rd,-1,1,0
2433,1623236016332058625,EN,RT @Biggyaid08: Well? Should we #saveinsidejob #insidejob #Netflix @netflix https://t.co/eQmL2ltPbW,-1,2,1
2437,1623235996593840129,EN,RT @netflix: Love is sharing a password.,-1,3,1
2439,1623235986837876737,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2440,1623235966952689670,EN,RT @netflix: Love is sharing a password.,-1,3,1
2442,1623235957393858561,EN,"RT @hayanxstalgia: another reason why avatrice is so special @netflix

NETFLIX BRING BACK OCS #SaveWarriorNun #WarriorNun https://t.co/N1Md…",-1,2,1
2443,1623235919200538624,EN,RT @SirMaxwellJ: @netflix @JustChris One month later and you still haven’t fixed your serious mistake #renewinsidejob #saveinsidejob https:…,-2,2,-1
2444,1623235910333779970,EN,"RT @lockwoodandco13: Lockwood &amp; Co. is my family. They are my everything. Netflix @netflix @NetflixUK please renew Lockwood &amp; Co., because…",-1,2,1
2445,1623235908404383744,EN,RT @RENEWlNSIDEJOB: @netflix got the whole squad laughing. #RENEWINSIDEJOB #SAVEINSIDEJOB https://t.co/9y6j8ysAbc,-1,2,1
2446,1623235905417887745,EN,RT @netflix: Four photos to remind you that Narcos = 30 episodes of Pedro Pascal https://t.co/MPLyGnw3rd,-1,1,0
2447,1623235882391330816,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2448,1623235852552773632,EN,RT @WarriorGranny01: does @netflix even realize that the longer they postpone reviving #WarriorNun the worse the media coverage for our eff…,-3,1,-1
2449,1623235836195246085,EN,RT @RENEWlNSIDEJOB: @netflix got the whole squad laughing. #RENEWINSIDEJOB #SAVEINSIDEJOB https://t.co/9y6j8yt80K,-1,2,1
2450,1623235827156529152,EN,"RT @netflix: If it's been a minute since you last watched Emma Stone and Ryan Gosling dazzle in La La Land, the magical movie musical is no…",-1,1,0
2451,1623235823536869381,EN,"RT @AskWolfman: @NetflixUK @netflix Day 29 of us trying to help you see the mistake you've made in canceling inside job, with its amazing w…",-2,3,1
2452,1623235793228816384,EN,"RT @MrVikneswaran: First #Thala #AjithKumar movie on @netflix 🔥🔥🔥. #AK #Thunivu #NoGutsNoGlory.😎

#ThunivuOnNetflix #ThunivuPongalWinner @N…",-1,1,0
2453,1623235789571391488,EN,"RT @Sama_Lux: I remember when @netflix use to save series...

Guess it is true what they say :
""You either die a hero, or you live long eno…",-1,3,1
2454,1623235764589821953,EN,@netflix nobody writes all that Shiite - and now you say “error” - it’s like obviously posting was an “error” but someone sat down and wrote that garbage - see you on bankruptcy court ;),-3,2,-1
2455,1623235752535506944,EN,@jaytatum0 @netflix I’ll watch,-1,1,0
2456,1623235750367207424,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2458,1623235714358947840,EN,"The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix   https://t.co/arNVitTZ3C",-1,2,1
2460,1623235659170193409,EN,RT @jaytatum0: 👀☘️ #BillRussellLEGEND Out on @Netflix tomorrow https://t.co/0HHLKm4WHe,-1,1,0
2461,1623235652845445121,EN,"RT @ChaEunwooINTL: Further to #TrueBeauty drama launched on @Netflix (select countries) ranking #8 GLOBALLY, #CHAEUNWOO's #Instagram follow…",-1,1,0
2463,1623235645480263680,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
2464,1623235639876648961,EN,RT @johnnys: Kento Nakajima of #SexyZone challenges himself to an all-English interview in a new promotional video for his @netflix origina…,-2,1,-1
2465,1623235637532065799,EN,I think @netflix should #PickUpProdigalSon #ProdigalSon,-1,1,0
2466,1623235610793361409,EN,"RT @netflix: If it's been a minute since you last watched Emma Stone and Ryan Gosling dazzle in La La Land, the magical movie musical is no…",-1,1,0
2467,1623235589771501568,EN,RT @Puppy80992915: @netflix We remember live action cowboy bepop netflix cancel this shit. Bring back Inside Job!!! #saveinsidejob #renewin…,-2,2,-1
2468,1623235520771010560,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2469,1623235488265179136,EN,@TheNuGeekz @netflix @DavidAyerMovies @ZackSnyder @SkiiwalkerTweet @SnyderQueen_ @ZSJLtoNetflix Yes it would. I'm just waiting and hoping and can't see any good reason why they shouldn't #ReleaseTheAyerCut . #SellSnyderVerseToNetflix Let's bring back awesome to films again,-1,3,1
2470,1623235480077873154,EN,"RT @MrVikneswaran: First #Thala #AjithKumar movie on @netflix 🔥🔥🔥. #AK #Thunivu #NoGutsNoGlory.😎

#ThunivuOnNetflix #ThunivuPongalWinner @N…",-1,1,0
2471,1623235426952835073,EN,RT @RENEWlNSIDEJOB: @netflix got the whole squad laughing. #RENEWINSIDEJOB #SAVEINSIDEJOB https://t.co/9y6j8yt80K,-1,2,1
2472,1623235424532549637,EN,@netflix just saying yall update the anime’s like ones every 4 years there anime on Netflix that hasn’t been updated since I was in high school. Like bruh it’s been almost 10 years and some shows are many seasons ahead but you never update them. Prob why everyone uses crunchyroll,-1,2,1
2474,1623235397877637122,EN,RT @netflix: Four photos to remind you that Narcos = 30 episodes of Pedro Pascal https://t.co/MPLyGnw3rd,-1,1,0
2475,1623235396166463488,EN,"RT @WnSavior: To throw fuel on the @netflix fire, The Order data team expands the promo story. Because of our love for Uncle Simon and good…",-1,3,1
2476,1623235392534114304,EN,"RT @netflix: Jada Pinkett Smith executive produced &amp; narrates a new documentary series exploring the lives of iconic African Queens. 

Njin…",-1,1,0
2478,1623235374700167172,EN,"RT @Kara_Di: BRING THESE BADASS WOMEN BACK @netflix 

We're on the way to 10,000,000 tweets. Let's keep spreading! 

NETFLIX BRING BACK OCS…",-1,2,1
2479,1623235363090350080,EN,@BatfleckMovie @JoeManganiello @netflix Would love to see Batista as Bane in it,-1,2,1
2480,1623235337458941953,EN,RT @nina11_arora: Time for a @Netflix sequel to Bad Boys Billionaires??,-1,1,0
2481,1623235319939100672,EN,@RestoreSnyder @netflix This is all we have left,-1,1,0
2482,1623235290226913283,EN,"WOW World Tour Of #LeeDoona OMG, Can't wait for this. I'm goosebumps of this update,,, 

#BaeSuzy #YangSeJong @netflix @NetflixKR @Netflix_PH https://t.co/bsPQFCZQl6",-1,3,1
2483,1623235286493958145,EN,"RT @Uzumaki_Ikari: This is becoming a routine...

I will state this once again, and will repeat as many times as necessary

#bringbackinsid…",-1,1,0
2484,1623235263676940288,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
2485,1623235215891083266,EN,RT @netflix: The Glory Part 2 premieres March 10 — FIRST LOOK: https://t.co/u1g5bJ0Ntw,-1,1,0
2486,1623235188615675905,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2487,1623235166033555456,EN,"RT @TheNuGeekz: It'd be DOPE if they RELEASED THE AYER CUT on @netflix
#SellZSJLtoNetflix 
#SellSnyderVerseToNetflix https://t.co/5NTe7ZqIhs",-2,1,-1
2488,1623235144177025024,EN,RT @iamrahman_offl: 2023 First Blockbuster #Thunivu Gets Screening from Tonight 12:00 onwards from Silver screens to your Home TV Screens..…,-1,1,0
2490,1623235107296346114,EN,"RT @WenclairEndgame: His stats have only dropped, and you @netflix need to drop him too. He should be in jail, but the very least he should…",-2,1,-1
2491,1623235083745349633,EN,RT @RestoreSnyder: 318 days until #RebelMoon releases on @netflix https://t.co/dYgD8WBYxQ,-2,1,-1
2492,1623235067496566784,EN,@netflix count your fucking days,-1,1,0
2494,1623235056067047431,EN,"RT @WnSavior: To throw fuel on the @netflix fire, The Order data team expands the promo story. Because of our love for Uncle Simon and good…",-1,3,1
2495,1623235047909384193,EN,@The_BatChannel @netflix @ZackSnyder @ZSJLtoNetflix Damn. That's 7:30 Am my time. I won't even have had coffee yet 😢. #SellSnyderVerseToNetflix #SellZSJLtoNetflix Okay Steve...Stay positive!,-2,4,1
2496,1623235041261400066,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
2497,1623234996650770432,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2498,1623234990162030592,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2499,1623234953030025216,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2500,1623234867973525510,EN,"Anyone else think @netflix's newest show #Physical100 series is mad intense! It feels like #bluelock but with physical prowess instead of football!
The match ups created some solid fighting moments!",-4,3,-1
2501,1623234860495302656,EN,"RT @MrVikneswaran: First #Thala #AjithKumar movie on @netflix 🔥🔥🔥. #AK #Thunivu #NoGutsNoGlory.😎

#ThunivuOnNetflix #ThunivuPongalWinner @N…",-1,1,0
2502,1623234835610480641,EN,RT @netflix: Love is sharing a password.,-1,3,1
2503,1623234823858032640,EN,"RT @Tp_ktnMadurai: Gangstaa Entry on @netflix 

Watch Now Enjoy The Thala Swag

#ThunivuOnNetflix #AK62 https://t.co/8YovkPMjIC",-1,1,0
2504,1623234803020578816,EN,"@WnSavior @netflix @lucydesigns0 @cspenn Every time when you post your Research i hate netflop more and more for Sabotage our Show🤬🤬🤬 
This is so unfair for the Warrior Nun Crew and Cast
#SaveWarriorNun #WarriorNun #wlw
NETFLIX BRING BACK OCS https://t.co/xCr7DfafXc",-4,2,-1
2505,1623234770854608897,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2506,1623234747106484224,EN,RT @netflix: Four photos to remind you that Narcos = 30 episodes of Pedro Pascal https://t.co/MPLyGnw3rd,-1,1,0
2507,1623234709965914113,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2508,1623234674511302656,EN,"RT @hayanxstalgia: another reason why avatrice is so special @netflix

NETFLIX BRING BACK OCS #SaveWarriorNun #WarriorNun https://t.co/N1Md…",-1,2,1
2510,1623234660699635712,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2511,1623234623080747008,EN,@melissax1125 @netflix I need to do that. Binged one and two then stopped.,-1,1,0
2513,1623234543800176640,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
2514,1623234536992808966,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2515,1623234517778550784,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2516,1623234513601024001,EN,"@aggretsuko @netflix THE FANS

THEY GOT SO BUFF",-1,1,0
2517,1623234489865605121,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
2518,1623234464699781120,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2519,1623234441022783488,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2520,1623234431736508424,EN,@C1tyView @netflix People would think it's a comedy show,-1,1,0
2521,1623234391018467333,EN,RT @IetsOTT: Dave Bautista reveals that he’s just waiting for @netflix to call him for ‘GEARS OF WAR’. https://t.co/ysIYZZZRCo,-3,1,-1
2522,1623234388287799296,EN,RT @Leah_WarriorNun: Hey @netflix remember this show you decided to prematurely cancel? Cause it has a “small audience” &amp; a “big budget”! Y…,-2,2,-1
2523,1623234377445515266,EN,"RT @psychopathicgay: Keep tweeting, sexy nuns!! @netflix

NETFLIX BRING BACK OCS
#SaveWarriorNun #WarriorNun https://t.co/mRHYOULOUl",-1,4,1
2524,1623234306507264000,EN,RT @netflix: Get ready to feel old as the cast of That '90s Show takes a quiz about the 1990s https://t.co/fMZ3eNbfzS,-1,1,0
2525,1623234279286407168,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2526,1623234264618897408,EN,Have you checked out “Cunk on Earth” on @netflix?  #PumpUpTheJams #Recommend,-1,1,0
2527,1623234174617366528,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
2528,1623234149828927492,EN,"RT @WTA: Digging beneath the surface 🟦🧱🌱

The cast of #BreakPoint on @netflix explain how the courts vary on Tour 👩‍🏫",-1,1,0
2529,1623234144154324993,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2530,1623234118933946369,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2531,1623234116454871040,EN,@tenillewm @netflix 😮😮 but they just had big announcements that S3 and S4 are available!,-1,2,1
2533,1623234101544161280,EN,RT @Katarinavelika1: Welcome to the #warriornun fandom. We are a decentralized cadre of like-minded people working towards the abolition of…,-1,2,1
2534,1623234086952108032,EN,RT @warionnun: @saccbearer @netflix #SaveWarriorNun #WarriorNun NETFLIX BRING BACK OCS,-1,2,1
2535,1623234037371510784,EN,RT @kabirsadanand: @Iamkavitak @netflix Thank you my gunda @Iamkavitak remember once a har@&amp;I always one . I am so glad you enjoyed the sho…,-2,3,1
2536,1623234030454951940,EN,RT @YNB: I almost forgot to tell y’all that I’ll be on the @jenniferhudsonshow TODAY to break some big news about #ActYourAge coming soon t…,-1,1,0
2537,1623234020719861762,EN,"RT @ChaEunwooINTL: True Beauty continues to be insanely popular ranking Global Top8 on @netflix

@NetflixKR IG post on #TrueBeauty with #Ch…",-1,2,1
2538,1623234004626575366,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2540,1623234000344219650,EN,@JamesHLUK @netflix @PrimeVideo @premierleague I dont have one,-1,1,0
2541,1623233989313171457,EN,RT @netflix: Four photos to remind you that Narcos = 30 episodes of Pedro Pascal https://t.co/MPLyGnw3rd,-1,1,0
2542,1623233944618688512,EN,RT @IetsOTT: ‘BERLIN’ releases this December @Netflix https://t.co/w4sQSz7K3v,-1,1,0
2543,1623233926188904449,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2544,1623233925207261187,EN,"@LucelSargent @netflix This is absolutely amazing
NETFLIX BRING BACK OCS 
#SaveWarriorNun #WarriorNun #TuesdayMotivaton",-1,4,1
2545,1623233924934643713,EN,"RT @ChaEunwooINTL: After #TrueBeauty, #ChaEunwoo's movie #DECIBEL is coming soon on #Netflix

Stay tuned to watch the heart-wrenching story…",-1,1,0
2546,1623233891925430273,EN,@allquietmovie @netflix Great movie.  Watched it twice,-1,3,1
2547,1623233881821396992,EN,@katbrkrs @InejGhafa_17 @netflix don't you even dare,-1,1,0
2548,1623233818818904064,EN,RT @ChaEunwooINTL: 🔥#CHAEUNWOO's hit drama True Beauty success saga continues -  Launched on Netflix 2 years after release in select countr…,-2,3,1
2549,1623233805413920768,EN,RT @netflix: Talent clearly runs in the Holland family https://t.co/fXWWyU8Vlf,-1,2,1
2550,1623233765550981120,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2551,1623233714456084480,EN,RT @BORDERLlNEFAG: @netflix @PopCrave go reupload victorious before you become obsolete https://t.co/A3PHbzVjk4,-2,1,-1
2552,1623233705610473473,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2553,1623233695955193859,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2554,1623233654611664896,EN,"RT @avatriceee: Care to let us know why? @netflix Oh wait I forgot you don't give a.....

NETFLIX BRING BACK OCS
#SaveWarriorNun #WarriorNun",-1,2,1
2556,1623233629005676546,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2558,1623233603231444993,EN,RT @JamesThompsonKS: Maybe @hbomax should pick up #WarriorNun and then it can have the #1 &amp; #2 most popular titles on Twitter. Or maybe @Pr…,-1,1,0
2559,1623233598223527936,EN,"@HaziEmilie @elosnk @netflix #SaveWarriorNun #WarriorNun #wlw 
NETFLIX BRING BACK OCS",-1,2,1
2560,1623233589491171335,EN,"RT @Cutiewithrage: @netflix How about you invest in your original content? There's clearly demand for it! 

NETFLIX BRING BACK OCS 
#SaveWa…",-1,2,1
2561,1623233584961294336,EN,"@netflix Lockwood and Co is an absolutely fantastic show.  Loving it!  Well written plot, charismatic cast, and have yet to spot a glaring post production error.  I hope they renew this show.",-2,5,1
2563,1623233545400381442,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
2564,1623233471731879936,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2565,1623233453025280001,EN,"RT @ihateeatingrice: Hey @netflix you've got mail!!
We Malaysians are kinda a bit lambat to respond, but it's ""better late than never"". Sam…",-1,3,1
2566,1623233420087238658,EN,"RT @NhlapoPudy: Hey @netflix it's us again just here to give you your weekly dose of Nun love. 

NETFLIX BRING BACK OCS 
#SaveWarriorNun #W…",-1,3,1
2567,1623233351837687808,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
2568,1623233351044722690,EN,"RT @hayanxstalgia: another reason why avatrice is so special @netflix

NETFLIX BRING BACK OCS #SaveWarriorNun #WarriorNun https://t.co/N1Md…",-1,2,1
2569,1623233337744584704,EN,"RT @netflix: Nothing to lose!

Outer Banks Season 3 premieres February 23 https://t.co/SiYZ0YsmNi",-3,1,-1
2570,1623233302214631424,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
2571,1623233240172744706,EN,"@Cutiewithrage @netflix we're all so cute

NETFLIX BRING BACK OCS ⚔️
#savewarriornun #warriornun",-1,2,1
2572,1623233231666692098,EN,@rameshlaus @netflix Blockbuster ah 😆😆😆 🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻,-2,1,-1
2573,1623233200062619648,EN,RT @netflix: The final season of The Umbrella Academy is now in production! https://t.co/3Kik32ka3J,-1,2,1
2574,1623233175022608386,EN,"RT @Cutiewithrage: @netflix How about you invest in your original content? There's clearly demand for it! 

NETFLIX BRING BACK OCS 
#SaveWa…",-1,2,1
2575,1623233163429564416,EN,@jet_hodl @netflix Then hate is stop sharing password?,-4,1,-1
2576,1623233101328531458,EN,"RT @SnyderQueen_: 7 days to go... Are you in?
#SellZSJLtoNetflix @Netflix 
#SellSnyderVerseToNetflix https://t.co/OagLPicBA3",-1,1,0
2577,1623233098379919360,EN,RT @netflix: Talent clearly runs in the Holland family https://t.co/fXWWyU8Vlf,-1,2,1
2578,1623233071095881728,EN,"RT @WnSavior: To throw fuel on the @netflix fire, The Order data team expands the promo story. Because of our love for Uncle Simon and good…",-1,3,1
2579,1623233068369682433,EN,RT @TheHubToday: Have you seen the @netflix hit show Ginny &amp; Georgia? The show is set in a fictional town based on Wellesley. The creator i…,-1,1,0
2580,1623233031736623104,EN,RT @j_surviva: #Thunivu released in @netflix @Netflix_INSouth today 😎 But still good booking in Multiplex theaters today for matinee and ev…,-1,2,1
2581,1623233014254956548,EN,"RT @netflix: If it's been a minute since you last watched Emma Stone and Ryan Gosling dazzle in La La Land, the magical movie musical is no…",-1,1,0
2582,1623232988954652673,EN,"RT @Nelson_Ji: Tomorrow going to be biggest celebration day for all #Ajithkumar sir fans &amp; #Thunivu movie lovers 🥳🔥

12am - Online streamin…",-1,4,1
2583,1623232921430786049,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2584,1623232862844772352,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2585,1623232818871517186,EN,"RT @allquietmovie: Based on the literary masterpiece by Erich Maria Remarque, ALL QUIET ON THE WESTERN FRONT “stays very true to the essenc…",-1,3,1
2586,1623232813045620738,EN,RT @Ma__di_: Its always been #savefirstkill just in case y’all forgot @netflix 🧏🏽‍♀️,-1,2,1
2587,1623232767935885316,EN,@netflix It was quite an interesting watch. Surprised myself. Such a humble human being.,-1,2,1
2588,1623232749187506176,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2589,1623232727528132608,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
